"","State","Name","SSA State County Code","FIPS State County Code","County"
"5348","New York","Wellcare by Fidelis Care","33740","36111","Ulster"
"5349","New York","Wellcare by Fidelis Care","33800","36119","Westchester"
"5350","Colorado","Elevate Medicare Advantage","06150","08031","Denver"
"5351","Arkansas","Humana","04040","05009","Boone"
"5352","Arkansas","Humana","04070","05015","Carroll"
"5353","Arkansas","Humana","04220","05045","Faulkner"
"5354","Arkansas","Humana","04280","05057","Hempstead"
"5355","Arkansas","Humana","04340","05069","Jefferson"
"5356","Arkansas","Humana","04430","05087","Madison"
"5357","Arkansas","Humana","04440","05089","Marion"
"5358","Arkansas","Humana","04450","05091","Miller"
"5359","Arkansas","Humana","04570","05115","Pope"
"5360","California","Humana","05060","06013","Contra Costa"
"5361","California","Humana","05090","06019","Fresno"
"5362","California","Humana","05140","06029","Kern"
"5363","California","Humana","05150","06031","Kings"
"5364","California","Humana","05200","06037","Los Angeles"
"5365","California","Humana","05300","06039","Madera"
"5366","California","Humana","05400","06059","Orange"
"5367","California","Humana","05430","06065","Riverside"
"5368","California","Humana","05460","06071","San Bernardino"
"5369","California","Humana","05470","06073","San Diego"
"5370","California","Humana","05490","06077","San Joaquin"
"5371","California","Humana","05500","06079","San Luis Obispo"
"5372","California","Humana","05520","06083","Santa Barbara"
"5373","California","Humana","05600","06099","Stanislaus"
"5374","California","Humana","05640","06107","Tulare"
"5375","California","Humana","05660","06111","Ventura"
"5376","Indiana","Humana","15000","18001","Adams"
"5377","Indiana","Humana","15050","18011","Boone"
"5378","Indiana","Humana","15160","18033","De Kalb"
"5379","Indiana","Humana","15290","18059","Hancock"
"5380","Indiana","Humana","15340","18069","Huntington"
"5381","Indiana","Humana","15350","18071","Jackson"
"5382","Indiana","Humana","15530","18107","Montgomery"
"5383","Indiana","Humana","15720","18145","Shelby"
"5384","Indiana","Humana","15840","18169","Wabash"
"5385","Indiana","Humana","15890","18179","Wells"
"5386","Indiana","Humana","15910","18183","Whitley"
"5387","Maine","Humana","20000","23001","Androscoggin"
"5388","Maine","Humana","20080","23017","Oxford"
"5389","South Carolina","Humana","42430","45087","Union"
"5390","Virginia","Humana","49010","51003","Albemarle"
"5391","Virginia","Humana","49110","51023","Botetourt"
"5392","Virginia","Humana","49111","51520","Bristol City"
"5393","Virginia","Humana","49130","51027","Buchanan"
"5394","Virginia","Humana","49250","51051","Dickenson"
"5395","Virginia","Humana","49330","51067","Franklin"
"5396","Virginia","Humana","49520","51105","Lee"
"5397","Virginia","Humana","49540","51109","Louisa"
"5398","Virginia","Humana","49600","51121","Montgomery"
"5399","Virginia","Humana","49770","51155","Pulaski"
"5400","Virginia","Humana","49800","51161","Roanoke"
"5401","Virginia","Humana","49801","51770","Roanoke City"
"5402","Virginia","Humana","49830","51167","Russell"
"5403","Virginia","Humana","49840","51169","Scott"
"5404","Virginia","Humana","49860","51173","Smyth"
"5405","Virginia","Humana","49950","51191","Washington"
"5406","Virginia","Humana","49970","51195","Wise"
"5407","Virginia","Humana","49980","51197","Wythe"
"5408","Virginia","Humana","49981","51199","York"
"5409","Washington","Humana","50020","53005","Benton"
"5410","Washington","Humana","50100","53021","Franklin"
"5411","Idaho","Molina Healthcare of Utah & Idaho","13000","16001","Ada"
"5412","Idaho","Molina Healthcare of Utah & Idaho","13130","16027","Canyon"
"5413","Idaho","Molina Healthcare of Utah & Idaho","13270","16055","Kootenai"
"5414","Idaho","Molina Healthcare of Utah & Idaho","13410","16083","Twin Falls"
"5415","Utah","Molina Healthcare of Utah & Idaho","46050","49011","Davis"
"5416","Utah","Molina Healthcare of Utah & Idaho","46170","49035","Salt Lake"
"5417","Utah","Molina Healthcare of Utah & Idaho","46240","49049","Utah"
"5418","Utah","Molina Healthcare of Utah & Idaho","46260","49053","Washington"
"5419","Utah","Molina Healthcare of Utah & Idaho","46280","49057","Weber"
"5420","California","St. Paul's PACE","05470","06073","San Diego"
"5421","California","Central Health Medicare Plan","05200","06037","Los Angeles"
"5422","California","Central Health Medicare Plan","05400","06059","Orange"
"5423","California","Central Health Medicare Plan","05430","06065","Riverside"
"5424","California","Central Health Medicare Plan","05460","06071","San Bernardino"
"5425","California","Central Health Medicare Plan","05660","06111","Ventura"
"5426","New Mexico","Amerigroup Community Care of New Mexico","32000","35001","Bernalillo"
"5427",NA,"Triple S Advantage","40020","72003","Aguada"
"5428",NA,"Triple S Advantage","40030","72005","Aguadilla"
"5429",NA,"Triple S Advantage","40040","72007","Aguas Buenas"
"5430",NA,"Triple S Advantage","40060","72011","Anasco"
"5431",NA,"Triple S Advantage","40070","72013","Arecibo"
"5432",NA,"Triple S Advantage","40090","72017","Barceloneta"
"5433",NA,"Triple S Advantage","40110","72021","Bayamon"
"5434",NA,"Triple S Advantage","40120","72023","Cabo Rojo"
"5435",NA,"Triple S Advantage","40130","72025","Caguas"
"5436",NA,"Triple S Advantage","40140","72027","Camuy"
"5437",NA,"Triple S Advantage","40145","72029","Canovanas"
"5438",NA,"Triple S Advantage","40150","72031","Carolina"
"5439",NA,"Triple S Advantage","40160","72033","Catano"
"5440",NA,"Triple S Advantage","40170","72035","Cayey"
"5441",NA,"Triple S Advantage","40180","72037","Ceiba"
"5442",NA,"Triple S Advantage","40190","72039","Ciales"
"5443",NA,"Triple S Advantage","40200","72041","Cidra"
"5444",NA,"Triple S Advantage","40210","72043","Coamo"
"5445",NA,"Triple S Advantage","40250","72051","Dorado"
"5446",NA,"Triple S Advantage","40260","72053","Fajardo"
"5447",NA,"Triple S Advantage","40280","72057","Guayama"
"5448",NA,"Triple S Advantage","40290","72059","Guayanilla"
"5449",NA,"Triple S Advantage","40300","72061","Guaynabo"
"5450",NA,"Triple S Advantage","40310","72063","Gurabo"
"5451",NA,"Triple S Advantage","40320","72065","Hatillo"
"5452",NA,"Triple S Advantage","40330","72067","Hormigueros"
"5453",NA,"Triple S Advantage","40340","72069","Humacao"
"5454",NA,"Triple S Advantage","40350","72071","Isabela"
"5455",NA,"Triple S Advantage","40370","72075","Juana Diaz"
"5456",NA,"Triple S Advantage","40380","72077","Juncos"
"5457",NA,"Triple S Advantage","40400","72081","Lares"
"5458",NA,"Triple S Advantage","40420","72085","Las Piedras"
"5459",NA,"Triple S Advantage","40440","72089","Luquillo"
"5460",NA,"Triple S Advantage","40450","72091","Manati"
"5461",NA,"Triple S Advantage","40480","72097","Mayaguez"
"5462",NA,"Triple S Advantage","40490","72099","Moca"
"5463",NA,"Triple S Advantage","40500","72101","Morovis"
"5464",NA,"Triple S Advantage","40510","72103","Naguabo"
"5465",NA,"Triple S Advantage","40520","72105","Naranjito"
"5466",NA,"Triple S Advantage","40550","72111","Penuelas"
"5467",NA,"Triple S Advantage","40560","72113","Ponce"
"5468",NA,"Triple S Advantage","40570","72115","Quebradillas"
"5469",NA,"Triple S Advantage","40590","72119","Rio Grande"
"5470",NA,"Triple S Advantage","40620","72123","Salinas"
"5471",NA,"Triple S Advantage","40630","72125","San German"
"5472",NA,"Triple S Advantage","40640","72127","San Juan"
"5473",NA,"Triple S Advantage","40650","72129","San Lorenzo"
"5474",NA,"Triple S Advantage","40660","72131","San Sebastian"
"5475",NA,"Triple S Advantage","40680","72135","Toa Alta"
"5476",NA,"Triple S Advantage","40690","72137","Toa Baja"
"5477",NA,"Triple S Advantage","40700","72139","Trujillo Alto"
"5478",NA,"Triple S Advantage","40710","72141","Utuado"
"5479",NA,"Triple S Advantage","40720","72143","Vega Alta"
"5480",NA,"Triple S Advantage","40730","72145","Vega Baja"
"5481",NA,"Triple S Advantage","40750","72149","Villalba"
"5482",NA,"Triple S Advantage","40760","72151","Yabucoa"
"5483",NA,"Triple S Advantage","40770","72153","Yauco"
"5484","Illinois","Wellcare","14991","17201","Winnebago"
"5485","California","Molina Healthcare of California","05120","06025","Imperial"
"5486","California","Molina Healthcare of California","05470","06073","San Diego"
"5487","Washington","Molina Healthcare of Washington, Inc.","50050","53011","Clark"
"5488","Washington","Molina Healthcare of Washington, Inc.","50160","53033","King"
"5489","Washington","Molina Healthcare of Washington, Inc.","50260","53053","Pierce"
"5490","Washington","Molina Healthcare of Washington, Inc.","50300","53061","Snohomish"
"5491","Washington","Molina Healthcare of Washington, Inc.","50310","53063","Spokane"
"5492","Washington","Molina Healthcare of Washington, Inc.","50320","53065","Stevens"
"5493","Washington","Molina Healthcare of Washington, Inc.","50360","53073","Whatcom"
"5494","Washington","Molina Healthcare of Washington, Inc.","50380","53077","Yakima"
"5495","Washington","Community Health Plan of WA Medicare Advantage","50020","53005","Benton"
"5496","Washington","Community Health Plan of WA Medicare Advantage","50120","53025","Grant"
"5497","Washington","Community Health Plan of WA Medicare Advantage","50160","53033","King"
"5498","Washington","Community Health Plan of WA Medicare Advantage","50310","53063","Spokane"
"5499","Washington","Community Health Plan of WA Medicare Advantage","50360","53073","Whatcom"
"5500","Washington","Community Health Plan of WA Medicare Advantage","50380","53077","Yakima"
"5501","Tennessee","AMERIGROUP Community Care","44180","47037","Davidson"
"5502","Tennessee","AMERIGROUP Community Care","44320","47065","Hamilton"
"5503","Tennessee","AMERIGROUP Community Care","44460","47093","Knox"
"5504","Tennessee","AMERIGROUP Community Care","44560","47113","Madison"
"5505","Tennessee","AMERIGROUP Community Care","44590","47119","Maury"
"5506","Tennessee","AMERIGROUP Community Care","44620","47125","Montgomery"
"5507","Tennessee","AMERIGROUP Community Care","44740","47149","Rutherford"
"5508","Tennessee","AMERIGROUP Community Care","44780","47157","Shelby"
"5509","Tennessee","AMERIGROUP Community Care","44820","47165","Sumner"
"5510","Arizona","Banner Medicare Advantage Prime","03060","04013","Maricopa"
"5511","California","AHF","05200","06037","Los Angeles"
"5512","Connecticut","Anthem Blue Cross and Blue Shield","07020","09005","Litchfield"
"5513","Connecticut","Anthem Blue Cross and Blue Shield","07030","09007","Middlesex"
"5514","Connecticut","Anthem Blue Cross and Blue Shield","07060","09013","Tolland"
"5515","Connecticut","Anthem Blue Cross and Blue Shield","07070","09015","Windham"
"5516","Oregon","CareOregon Advantage","38020","41005","Clackamas"
"5517","Oregon","CareOregon Advantage","38140","41029","Jackson"
"5518","Oregon","CareOregon Advantage","38250","41051","Multnomah"
"5519","Oregon","CareOregon Advantage","38330","41067","Washington"
"5520","Michigan","Blue Care Network","23020","26005","Allegan"
"5521","Michigan","Blue Care Network","23070","26015","Barry"
"5522","Michigan","Blue Care Network","23080","26017","Bay"
"5523","Michigan","Blue Care Network","23120","26025","Calhoun"
"5524","Michigan","Blue Care Network","23180","26037","Clinton"
"5525","Michigan","Blue Care Network","23220","26045","Eaton"
"5526","Michigan","Blue Care Network","23240","26049","Genesee"
"5527","Michigan","Blue Care Network","23270","26055","Grand Traverse"
"5528","Michigan","Blue Care Network","23280","26057","Gratiot"
"5529","Michigan","Blue Care Network","23320","26065","Ingham"
"5530","Michigan","Blue Care Network","23330","26067","Ionia"
"5531","Michigan","Blue Care Network","23370","26075","Jackson"
"5532","Michigan","Blue Care Network","23380","26077","Kalamazoo"
"5533","Michigan","Blue Care Network","23400","26081","Kent"
"5534","Michigan","Blue Care Network","23430","26087","Lapeer"
"5535","Michigan","Blue Care Network","23460","26093","Livingston"
"5536","Michigan","Blue Care Network","23490","26099","Macomb"
"5537","Michigan","Blue Care Network","23550","26111","Midland"
"5538","Michigan","Blue Care Network","23570","26115","Monroe"
"5539","Michigan","Blue Care Network","23580","26117","Montcalm"
"5540","Michigan","Blue Care Network","23600","26121","Muskegon"
"5541","Michigan","Blue Care Network","23620","26125","Oakland"
"5542","Michigan","Blue Care Network","23690","26139","Ottawa"
"5543","Michigan","Blue Care Network","23720","26145","Saginaw"
"5544","Michigan","Blue Care Network","23730","26147","St. Clair"
"5545","Michigan","Blue Care Network","23770","26155","Shiawassee"
"5546","Michigan","Blue Care Network","23780","26157","Tuscola"
"5547","Michigan","Blue Care Network","23790","26159","Van Buren"
"5548","Michigan","Blue Care Network","23800","26161","Washtenaw"
"5549","Michigan","Blue Care Network","23810","26163","Wayne"
"5550","Michigan","Molina Healthcare of Michigan","23240","26049","Genesee"
"5551","Michigan","Molina Healthcare of Michigan","23400","26081","Kent"
"5552","Michigan","Molina Healthcare of Michigan","23490","26099","Macomb"
"5553","Michigan","Molina Healthcare of Michigan","23600","26121","Muskegon"
"5554","Michigan","Molina Healthcare of Michigan","23620","26125","Oakland"
"5555","Michigan","Molina Healthcare of Michigan","23720","26145","Saginaw"
"5556","Michigan","Molina Healthcare of Michigan","23810","26163","Wayne"
"5557","California","Blue Shield of California","05530","06085","Santa Clara"
"5558","Pennsylvania","Highmark Wholecare Medicare Assured","39010","42003","Allegheny"
"5559","Pennsylvania","Highmark Wholecare Medicare Assured","39070","42005","Armstrong"
"5560","Pennsylvania","Highmark Wholecare Medicare Assured","39080","42007","Beaver"
"5561","Pennsylvania","Highmark Wholecare Medicare Assured","39110","42011","Berks"
"5562","Pennsylvania","Highmark Wholecare Medicare Assured","39150","42019","Butler"
"5563","Pennsylvania","Highmark Wholecare Medicare Assured","39160","42021","Cambria"
"5564","Pennsylvania","Highmark Wholecare Medicare Assured","39270","42041","Cumberland"
"5565","Pennsylvania","Highmark Wholecare Medicare Assured","39280","42043","Dauphin"
"5566","Pennsylvania","Highmark Wholecare Medicare Assured","39320","42049","Erie"
"5567","Pennsylvania","Highmark Wholecare Medicare Assured","39330","42051","Fayette"
"5568","Pennsylvania","Highmark Wholecare Medicare Assured","39390","42063","Indiana"
"5569","Pennsylvania","Highmark Wholecare Medicare Assured","39440","42071","Lancaster"
"5570","Pennsylvania","Highmark Wholecare Medicare Assured","39450","42073","Lawrence"
"5571","Pennsylvania","Highmark Wholecare Medicare Assured","39460","42075","Lebanon"
"5572","Pennsylvania","Highmark Wholecare Medicare Assured","39470","42077","Lehigh"
"5573","Pennsylvania","Highmark Wholecare Medicare Assured","39590","42095","Northampton"
"5574","Pennsylvania","Highmark Wholecare Medicare Assured","39620","42101","Philadelphia"
"5575","Pennsylvania","Highmark Wholecare Medicare Assured","39750","42125","Washington"
"5576","Pennsylvania","Highmark Wholecare Medicare Assured","39770","42129","Westmoreland"
"5577","Pennsylvania","Highmark Wholecare Medicare Assured","39800","42133","York"
"5578","Florida","Capital Health Plan","10190","12039","Gadsden"
"5579","Florida","Capital Health Plan","10320","12065","Jefferson"
"5580","Florida","Capital Health Plan","10360","12073","Leon"
"5581","Florida","Capital Health Plan","10640","12129","Wakulla"
"5582","Florida","Prominence Health Plan","10490","12099","Palm Beach"
"5583","Nevada","Prominence Health Plan","29000","32001","Churchill"
"5584","Nevada","Prominence Health Plan","29020","32005","Douglas"
"5585","Nevada","Prominence Health Plan","29090","32019","Lyon"
"5586","Nevada","Prominence Health Plan","29120","32510","Carson City"
"5587","Nevada","Prominence Health Plan","29150","32031","Washoe"
"5588","Minnesota","Blue Cross and Blue Shield of Minnesota","24010","27003","Anoka"
"5589","Minnesota","Blue Cross and Blue Shield of Minnesota","24020","27005","Becker"
"5590","Minnesota","Blue Cross and Blue Shield of Minnesota","24030","27007","Beltrami"
"5591","Minnesota","Blue Cross and Blue Shield of Minnesota","24040","27009","Benton"
"5592","Minnesota","Blue Cross and Blue Shield of Minnesota","24060","27013","Blue Earth"
"5593","Minnesota","Blue Cross and Blue Shield of Minnesota","24090","27019","Carver"
"5594","Minnesota","Blue Cross and Blue Shield of Minnesota","24100","27021","Cass"
"5595","Minnesota","Blue Cross and Blue Shield of Minnesota","24110","27023","Chippewa"
"5596","Minnesota","Blue Cross and Blue Shield of Minnesota","24120","27025","Chisago"
"5597","Minnesota","Blue Cross and Blue Shield of Minnesota","24130","27027","Clay"
"5598","Minnesota","Blue Cross and Blue Shield of Minnesota","24160","27033","Cottonwood"
"5599","Minnesota","Blue Cross and Blue Shield of Minnesota","24170","27035","Crow Wing"
"5600","Minnesota","Blue Cross and Blue Shield of Minnesota","24180","27037","Dakota"
"5601","Minnesota","Blue Cross and Blue Shield of Minnesota","24190","27039","Dodge"
"5602","Minnesota","Blue Cross and Blue Shield of Minnesota","24200","27041","Douglas"
"5603","Minnesota","Blue Cross and Blue Shield of Minnesota","24210","27043","Faribault"
"5604","Minnesota","Blue Cross and Blue Shield of Minnesota","24220","27045","Fillmore"
"5605","Minnesota","Blue Cross and Blue Shield of Minnesota","24230","27047","Freeborn"
"5606","Minnesota","Blue Cross and Blue Shield of Minnesota","24260","27053","Hennepin"
"5607","Minnesota","Blue Cross and Blue Shield of Minnesota","24280","27057","Hubbard"
"5608","Minnesota","Blue Cross and Blue Shield of Minnesota","24290","27059","Isanti"
"5609","Minnesota","Blue Cross and Blue Shield of Minnesota","24310","27063","Jackson"
"5610","Minnesota","Blue Cross and Blue Shield of Minnesota","24330","27067","Kandiyohi"
"5611","Minnesota","Blue Cross and Blue Shield of Minnesota","24410","27083","Lyon"
"5612","Minnesota","Blue Cross and Blue Shield of Minnesota","24450","27091","Martin"
"5613","Minnesota","Blue Cross and Blue Shield of Minnesota","24480","27097","Morrison"
"5614","Minnesota","Blue Cross and Blue Shield of Minnesota","24490","27099","Mower"
"5615","Minnesota","Blue Cross and Blue Shield of Minnesota","24510","27103","Nicollet"
"5616","Minnesota","Blue Cross and Blue Shield of Minnesota","24520","27105","Nobles"
"5617","Minnesota","Blue Cross and Blue Shield of Minnesota","24540","27109","Olmsted"
"5618","Minnesota","Blue Cross and Blue Shield of Minnesota","24550","27111","Otter Tail"
"5619","Minnesota","Blue Cross and Blue Shield of Minnesota","24560","27113","Pennington"
"5620","Minnesota","Blue Cross and Blue Shield of Minnesota","24590","27119","Polk"
"5621","Minnesota","Blue Cross and Blue Shield of Minnesota","24600","27121","Pope"
"5622","Minnesota","Blue Cross and Blue Shield of Minnesota","24610","27123","Ramsey"
"5623","Minnesota","Blue Cross and Blue Shield of Minnesota","24630","27127","Redwood"
"5624","Minnesota","Blue Cross and Blue Shield of Minnesota","24640","27129","Renville"
"5625","Minnesota","Blue Cross and Blue Shield of Minnesota","24670","27135","Roseau"
"5626","Minnesota","Blue Cross and Blue Shield of Minnesota","24690","27139","Scott"
"5627","Minnesota","Blue Cross and Blue Shield of Minnesota","24700","27141","Sherburne"
"5628","Minnesota","Blue Cross and Blue Shield of Minnesota","24720","27145","Stearns"
"5629","Minnesota","Blue Cross and Blue Shield of Minnesota","24730","27147","Steele"
"5630","Minnesota","Blue Cross and Blue Shield of Minnesota","24750","27151","Swift"
"5631","Minnesota","Blue Cross and Blue Shield of Minnesota","24760","27153","Todd"
"5632","Minnesota","Blue Cross and Blue Shield of Minnesota","24780","27157","Wabasha"
"5633","Minnesota","Blue Cross and Blue Shield of Minnesota","24790","27159","Wadena"
"5634","Minnesota","Blue Cross and Blue Shield of Minnesota","24800","27161","Waseca"
"5635","Minnesota","Blue Cross and Blue Shield of Minnesota","24810","27163","Washington"
"5636","Minnesota","Blue Cross and Blue Shield of Minnesota","24840","27169","Winona"
"5637","Minnesota","Blue Cross and Blue Shield of Minnesota","24850","27171","Wright"
"5638","Hawaii","AlohaCare","12010","15001","Hawaii"
"5639","Hawaii","AlohaCare","12020","15003","Honolulu"
"5640","New York","Humana","33010","36003","Allegany"
"5641","New York","Humana","33040","36009","Cattaraugus"
"5642","New York","Humana","33050","36011","Cayuga"
"5643","New York","Humana","33060","36013","Chautauqua"
"5644","New York","Humana","33070","36015","Chemung"
"5645","New York","Humana","33080","36017","Chenango"
"5646","New York","Humana","33200","36021","Columbia"
"5647","New York","Humana","33240","36029","Erie"
"5648","New York","Humana","33280","36035","Fulton"
"5649","New York","Humana","33300","36039","Greene"
"5650","New York","Humana","33330","36045","Jefferson"
"5651","New York","Humana","33360","36053","Madison"
"5652","New York","Humana","33380","36057","Montgomery"
"5653","New York","Humana","33540","36071","Orange"
"5654","New York","Humana","33620","36087","Rockland"
"5655","New York","Humana","33630","36089","St. Lawrence"
"5656","New York","Humana","33690","36101","Steuben"
"5657","New York","Humana","33720","36107","Tioga"
"5658","New York","Humana","33800","36119","Westchester"
"5659","Oregon","ATRIO Health Plans","38230","41047","Marion"
"5660","Oregon","ATRIO Health Plans","38260","41053","Polk"
"5661","Maryland","CareFirst BlueCross BlueShield Medicare Advantage","21020","24005","Baltimore"
"5662","Maryland","CareFirst BlueCross BlueShield Medicare Advantage","21030","24510","Baltimore City"
"5663","Maryland","CareFirst BlueCross BlueShield Medicare Advantage","21160","24033","Prince George's"
"5664","Pennsylvania","Region 6 Rx Corp PPO","39140","42017","Bucks"
"5665","California","InnovAge California PACE","05460","06071","San Bernardino"
"5666","Illinois","Meridian","14141","17031","Cook"
"5667","Illinois","Meridian","14250","17043","DuPage"
"5668","Illinois","Meridian","14530","17089","Kane"
"5669","Illinois","Meridian","14570","17097","Lake"
"5670","Illinois","Meridian","14989","17197","Will"
"5671","Arkansas","Arkansas Blue Medicare","04030","05007","Benton"
"5672","Arkansas","Arkansas Blue Medicare","04250","05051","Garland"
"5673","Arkansas","Arkansas Blue Medicare","04590","05119","Pulaski"
"5674","Arkansas","Arkansas Blue Medicare","04620","05125","Saline"
"5675","Arkansas","Arkansas Blue Medicare","04650","05131","Sebastian"
"5676","Arkansas","Arkansas Blue Medicare","04710","05143","Washington"
"5677","Arkansas","Arkansas Blue Medicare","04720","05145","White"
"5678","North Dakota","NextBlue of North Dakota","35070","38015","Burleigh"
"5679","North Dakota","NextBlue of North Dakota","35080","38017","Cass"
"5680","California","Anthem Blue Cross Cal MediConnect","05200","06037","Los Angeles"
"5681","California","Anthem Blue Cross Cal MediConnect","05530","06085","Santa Clara"
"5682","Oregon","Regence BlueCross BlueShield of Oregon","38080","41017","Deschutes"
"5683","North Carolina","FirstMedicare Direct","34620","37125","Moore"
"5684","North Carolina","FirstMedicare Direct","34910","37183","Wake"
"5685","Texas","Care N' Care Insurance Company","45310","48085","Collin"
"5686","Texas","Care N' Care Insurance Company","45390","48113","Dallas"
"5687","Texas","Care N' Care Insurance Company","45410","48121","Denton"
"5688","Texas","Care N' Care Insurance Company","45720","48251","Johnson"
"5689","Texas","Care N' Care Insurance Company","45843","48367","Parker"
"5690","Ohio","CareSource","36170","39035","Cuyahoga"
"5691","Ohio","CareSource","36250","39049","Franklin"
"5692","Nevada","Wellcare by Allwell","29010","32003","Clark"
"5693","Nevada","Wellcare by Allwell","29150","32031","Washoe"
"5694","Louisiana","Blue Cross and Blue Shield of Louisiana HMO","19090","22019","Calcasieu"
"5695","Louisiana","Blue Cross and Blue Shield of Louisiana HMO","19160","22033","East Baton Rouge"
"5696","Louisiana","Blue Cross and Blue Shield of Louisiana HMO","19250","22051","Jefferson"
"5697","Louisiana","Blue Cross and Blue Shield of Louisiana HMO","19270","22055","Lafayette"
"5698","Louisiana","Blue Cross and Blue Shield of Louisiana HMO","19350","22071","Orleans"
"5699","Louisiana","Blue Cross and Blue Shield of Louisiana HMO","19480","22097","St. Landry"
"5700","Louisiana","Blue Cross and Blue Shield of Louisiana HMO","19510","22103","St. Tammany"
"5701","Louisiana","Blue Cross and Blue Shield of Louisiana HMO","19520","22105","Tangipahoa"
"5702","Missouri","Blue Medicare Advantage","26100","29021","Buchanan"
"5703","Missouri","Blue Medicare Advantage","26180","29037","Cass"
"5704","Missouri","Blue Medicare Advantage","26820","29165","Platte"
"5705","Wyoming","UnitedHealthcare","53100","56021","Laramie"
"5706","Kansas","Wellcare by Allwell","17860","20173","Sedgwick"
"5707","Mississippi","Humana","25170","28035","Forrest"
"5708","Mississippi","Humana","25330","28067","Jones"
"5709","Mississippi","Humana","25360","28073","Lamar"
"5710","Mississippi","Humana","25450","28091","Marion"
"5711","Mississippi","Humana","25650","28131","Stone"
"5712","Nevada","Humana","29110","32023","Nye"
"5713","Ohio","Humana","36290","39057","Greene"
"5714","Ohio","Humana","36560","39109","Miami"
"5715","Ohio","Humana","36690","39135","Preble"
"5716","Oklahoma","Humana","37080","40017","Canadian"
"5717","Oklahoma","Humana","37620","40125","Pottawatomie"
"5718","Pennsylvania","Humana","39420","42069","Lackawanna"
"5719","Virginia","Humana","49260","51053","Dinwiddie"
"5720","Virginia","Humana","49451","51670","Hopewell City"
"5721","Virginia","Humana","49701","51730","Petersburg City"
"5722","Virginia","Humana","49711","51740","Portsmouth City"
"5723","Wisconsin","Humana","52190","55039","Fond du Lac"
"5724","Wisconsin","Humana","52350","55071","Manitowoc"
"5725","Wisconsin","Humana","52410","55083","Oconto"
"5726","Wisconsin","Humana","52570","55115","Shawano"
"5727","Wisconsin","Humana","52670","55135","Waupaca"
"5728","Ohio","Medical Mutual of Ohio","36310","39061","Hamilton"
"5729","Ohio","Medical Mutual of Ohio","36440","39085","Lake"
"5730","Ohio","Medical Mutual of Ohio","36490","39095","Lucas"
"5731","Ohio","Medical Mutual of Ohio","36510","39099","Mahoning"
"5732","Ohio","Medical Mutual of Ohio","36520","39101","Marion"
"5733","Ohio","Medical Mutual of Ohio","36530","39103","Medina"
"5734","Ohio","Medical Mutual of Ohio","36580","39113","Montgomery"
"5735","Ohio","Medical Mutual of Ohio","36710","39139","Richland"
"5736","Ohio","Medical Mutual of Ohio","36770","39151","Stark"
"5737","Ohio","Medical Mutual of Ohio","36780","39153","Summit"
"5738","Ohio","Medical Mutual of Ohio","36790","39155","Trumbull"
"5739","Ohio","Medical Mutual of Ohio","36860","39169","Wayne"
"5740","Oregon","ATRIO Health Plans","38140","41029","Jackson"
"5741","Oregon","ATRIO Health Plans","38160","41033","Josephine"
"5742","New Hampshire","Harvard Pilgrim Health Care of New England, Inc.","30000","33001","Belknap"
"5743","New Hampshire","Harvard Pilgrim Health Care of New England, Inc.","30020","33005","Cheshire"
"5744","New Hampshire","Harvard Pilgrim Health Care of New England, Inc.","30040","33009","Grafton"
"5745","New Hampshire","Harvard Pilgrim Health Care of New England, Inc.","30050","33011","Hillsborough"
"5746","New Hampshire","Harvard Pilgrim Health Care of New England, Inc.","30060","33013","Merrimack"
"5747","New Hampshire","Harvard Pilgrim Health Care of New England, Inc.","30070","33015","Rockingham"
"5748","Oregon","Wellcare by Health Net","38050","41011","Coos"
"5749","Oregon","Wellcare by Health Net","38080","41017","Deschutes"
"5750","Oregon","Wellcare by Health Net","38260","41053","Polk"
"5751","Oregon","Wellcare by Health Net","38350","41071","Yamhill"
"5752","Texas","Superior HealthPlan","45130","48029","Bexar"
"5753","Texas","Superior HealthPlan","45390","48113","Dallas"
"5754","Texas","Superior HealthPlan","45650","48215","Hidalgo"
"5755","Vermont","Vermont Blue Advantage","47000","50001","Addison"
"5756","Vermont","Vermont Blue Advantage","47020","50005","Caledonia"
"5757","Vermont","Vermont Blue Advantage","47030","50007","Chittenden"
"5758","Vermont","Vermont Blue Advantage","47050","50011","Franklin"
"5759","Vermont","Vermont Blue Advantage","47100","50021","Rutland"
"5760","Vermont","Vermont Blue Advantage","47110","50023","Washington"
"5761","Vermont","Vermont Blue Advantage","47120","50025","Windham"
"5762","Vermont","Vermont Blue Advantage","47130","50027","Windsor"
"5763","Idaho","MediGold","13000","16001","Ada"
"5764","New York","Centers Plan for Healthy Living","33020","36005","Bronx"
"5765","New York","Centers Plan for Healthy Living","33331","36047","Kings"
"5766","New York","Centers Plan for Healthy Living","33590","36081","Queens"
"5767","South Carolina","Cigna","42100","45021","Cherokee"
"5768","South Carolina","Cigna","42220","45045","Greenville"
"5769","South Carolina","Cigna","42280","45057","Lancaster"
"5770","South Carolina","Cigna","42410","45083","Spartanburg"
"5771","South Carolina","Cigna","42450","45091","York"
"5772","Kansas","Blue Cross and Blue Shield of Kansas","17860","20173","Sedgwick"
"5773","Kansas","Blue Cross and Blue Shield of Kansas","17880","20177","Shawnee"
"5774","Texas","Memorial Hermann Health Plan","45530","48157","Fort Bend"
"5775","Texas","Memorial Hermann Health Plan","45610","48201","Harris"
"5776","Texas","Memorial Hermann Health Plan","45801","48339","Montgomery"
